"recipient_name","number_of_jobs","pop_latitude","pop_longitude","pop_state_cd"
"NCHA",0,40.74199999,-75.318802,"PA"
"NDI ENGINEERING COMPANY",0,39.84263727,-75.19267621,"NJ"
"NDM LABS INC.",0,35.597019,-105.845302,"NM"
"NEBRASKA INVESTMENT FINANCE AUTHORITY (INC)",0,40.81399713,-96.7032679,"NE"
"NEBRASKA METHODIST COLLEGE",0,41.26587048,-96.0483816,"NE"
"NEEDHAM HOUSING AUTHORITY",0,42.31213687,-71.23466995,"MA"
"NEEL-SCHAFFER, INC.",0,32.299289,-90.182966,"MS"
"NEGAUNEE, CITY OF",0,46.42370467,-87.60965442,"MI"
"NEIGHBORHOOD HEALTH CARE INC",0,41.45901525,-81.73815646,"OH"
"NEIGHBORHOOD HEALTH CARE NETWORK",0,44.96668855,-93.20549876,"MN"
"NEIGHBORHOOD HOUSING SERVICES OF ORANGE COUNTY, INC.",0,33.835915,-117.916133,"CA"
"NEIGHBORHOOD LENDING PARTNERS OF WEST FLORIDA, I",0,27.964732,-82.499874,"FL"
"NELCO DIVERSIFIED, INC",0,26.78605736,-80.11180169,"FL"
"NELCON, INC.",0,48.55084536,-113.00989727,"MT"
"NELSON COUNTY HOUSING AUTHORITY",0,48.04152253,-98.34392923,"ND"
"NELSON, COUNTY OF",0,37.791285,-78.865169,"VA"
"NERITES CORPORATION",0,43.05643768,-89.46792199,"WI"
"NESPELEM SCHOOL DISTRICT 14",0,48.163789,-118.976554,"WA"
"NET OPPORTUNITES INC",0,33.18945682,-95.22318057,"TX"
"NETT LAKE IND SCHOOL DIST 707",0,48.11025823,-93.09419759,"MN"
"NEUMANN BROTHERS, INC.",0,41.58610107,-93.62035601,"IA"
"NEW ALBANY, CITY OF",0,34.49381837,-89.00812314,"MS"
"NEW BEDFORD ECONOMIC DEVELOPMENT COUNCIL, INC.",0,41.6411216,-70.92718768,"MA"
"NEW BERN, CITY OF",0,35.11062273,-77.04499665,"NC"
"NEW BRAUNFELS, CITY OF",0,29.69883699,-98.120878,"TX"
"NEW CASTLE COUNTY HEAD START INC",0,39.66881845,-75.6762555,"DE"
"NEW CASTLE HOUSING AUTHORITY",0,39.92916969,-85.36889905,"IN"
"NEW FUTURES FOR YOUTH INC",0,34.74573181,-92.27303671,"AR"
"NEW HAMPSHIRE CENTER FOR NONPROFITS",0,43.19114808,-71.52628005,"NH"
"NEW HAMPSHIRE COMMUNITY ACTION ASSOC.",0,42.97813521,-71.45933673,"NH"
"NEW HORIZON FAMILY HEALTH SERVICES, INC",0,34.83976899,-82.414118,"SC"
"NEW IBERIA HOUSING AUTHORITY INC",0,30.01797785,-91.82676016,"LA"
"NEW IBERIA, CITY OF INC",0,30.002877,-91.813861,"LA"
"NEW JERSEY CITY UNIVERSITY",0,40.70893299,-74.08610599,"NJ"
"NEW JERSEY COALITION AGAINST SEXUAL ASSAULT INC.",0,40.231403,-74.687145,"NJ"
"NEW JERSEY COMMUNITY ACTION ASSOCIATION INC",0,40.21896971,-74.76746362,"NJ"
"NEW JERSEY HEALTH CARE FACILITIES FINANCING AUTHORITY (INC)",0,40.219894,-74.761712,"NJ"
"NEW KENSINGTON, CITY OF",0,40.5679632,-79.76807942,"PA"
"NEW LONDON, CITY OF INC",0,41.35657549,-72.0959838,"CT"
"NEW MEXICO COMMISSION FOR THE BLIND",0,35.63835499,-105.95856099,"NM"
"NEW MEXICO COMMUNITY DEVELOPMENT LOAN FUND",0,35.093679,-106.642771,"NM"
"NEW MEXICO HIGHER EDUCATION DEPARTMENT",0,35.65428812,-105.95523812,"NM"
"NEW OPPORTUNITIES, INC.",0,41.55880999,-73.03545299,"CT"
"NEW PALTZ, TOWN OF",0,41.74658368,-74.08411823,"NY"
"NEW REIDSVILLE HOUSING AUTHORITY, THE",0,36.35007029,-79.68090445,"NC"
"NEW SMYRNA BEACH, CITY OF",0,29.04876957,-80.93782897,"FL"
"NEW WEST TECHNOLOGIES, LLC",0,39.59012778,-104.88160351,"CO"
"NEW WEST-ENERGETICS JOINT VENTURE, LLC",0,38.94741048,-76.86984149,"MD"
"NEW WHITELAND FIRE DEPT",0,39.55821355,-86.09105444,"IN"
"NEW YORK BOTANICAL GARDEN , THE",0,40.865678,-73.88318699,"NY"
"NEW YORK COLLEGE OF PODIATRIC MEDICINE",0,40.80499475,-73.94089175,"NY"
"NEW YORK CRUISE LINES, INC.",0,40.759757,-73.989801,"NY"
"NEW YORK EHEALTH COLLABORATIVE, INC.",0,40.71698884,-74.0063801,"NY"
"NEW YORK STATE ELECTRIC & GAS CORPORATION",0,42.10332815,-75.82208957,"NY"
"NEW YORK STATE FEDERATION OF GROWERS & PROCESSORS ASSOCIATES INC",0,42.81356772,-73.92742489,"NY"
"NEW YORK STRUCTURAL BIOLOGY CENTER, INC., THE",0,40.81631476,-73.95276401,"NY"
"NEW YORK, CITY OF (THE)",0,40.71294932,-74.00361546,"NY"
"NEWAYGO, COUNTY OF",0,43.619463,-85.754308,"MI"
"NEWBERG, CITY OF",0,45.309265,-122.966264,"OR"
"NEWBERRY, COUNTY OF",0,34.26842342,-81.58803328,"SC"
"NEWBURG, TOWN OF",0,39.385493,-79.851806,"WV"
"NEWBURGH HOUSING AUTHORITY",0,41.495611,-74.028012,"NY"
"NEWBURYPORT HOUSING AUTHORITY",0,42.808303,-70.869135,"MA"
"NEWMAN GROVE HOUSING AUTHORITY",0,41.74507799,-97.77869699,"NE"
"NEWMAX, INC.",0,47.66871059,-117.35000198,"WA"
"NEWPORT CORPORATION",0,37.38623513,-121.98411711,"CA"
"NEWTON COUNTY SPECIAL SERVICE CORPORATION INC",0,36.00697,-93.190377,"AR"
"NEWTON HOUSING AUTHORITY INC",0,41.0557615,-74.75591445,"NJ"
"NEWTON, CITY OF (INC)",0,38.0486624,-97.3430573,"KS"
"NEWTON, COUNTY OF",0,36.00820084,-93.18725842,"AR"
"NEWTON, COUNTY OF COMM",0,33.625703,-83.82168599,"GA"
"NEXCELOM BIOSCIENCE LLC",0,42.70370654,-71.14244041,"MA"
"NHI/URBAN JOINT VENTURE",0,33.92012721,-84.38664802,"GA"
"NIAGARA, COUNTY OF",0,43.11724889,-78.91752324,"NY"
"NICHOLAS COMMUNITY ACTION PARTNERSHIP INC",0,38.27252882,-80.84497264,"WV"
"NICHOLAS COUNTY COMMISSION",0,38.281196,-80.85043999,"WV"
"NIDEK INCORPORATED",0,36.66478288,-96.34063761,"OK"
"NIETO-DURAN, MARICELA",0,48.319427,-116.513689,"ID"
"NIHON KOHDEN AMERICA, INC.",0,33.66925584,-117.64709291,"CA"
"NIKOLSKI IRA COUNCIL",0,53.268001,-168.455813,"AK"
"NINTH DISTRICT OPPORTUNITY, INC",0,34.29847412,-83.82785915,"GA"
"NIOTA RURAL VOLUNTEER FIRE DEPARTMENT",0,35.578039,-84.591452,"TN"
"NISHNA PRODUCTIONS, INC.",0,41.00377732,-95.22930322,"IA"
"NKG PARTNERSHIP",0,41.5180224,-93.50995524,"IA"
"NMIS-MEP DESIGN GROUP, LLC",0,39.718208,-105.120276,"CO"
"NN-LABS, LLC",0,36.076954,-94.159179,"AR"
"NOBLE METROPOLITAN HOUSING AUTHORITY",0,40.07425048,-81.49696712,"OH"
"NOBLE SALES CO., INC.",0,42.15829471,-70.88089058,"MA"
"NOBLESVILLE, CITY OF",0,40.04430338,-86.01384532,"IN"
"NOEL-RAND INCORPORATED",0,45.02624246,-84.96152648,"MI"
"NOME, CITY OF",0,64.49907161,-165.39236776,"AK"
"NONDALTON TRIBAL COUNCIL",0,59.962773,-154.85523,"AK"
"NORCROSS, CITY OF",0,33.94241455,-84.21164897,"GA"
"NORDIC AIR, INC.",0,41.759449,-80.97816699,"OH"
"NORDSTROM CONTRACTING & CONSULTING CORP.",0,41.54941,-73.954522,"NY"
"NORFOLK DREDGING COMPANY",0,39.875438,-75.248192,"PA"
"NORFOLK STATE UNIVERSITY",0,36.84658439,-76.27051017,"VA"
"NORFOLK, CITY OF, INC",0,42.03452599,-97.41688,"NE"
"NORRIS ASPHALT PAVING CO.",0,40.7278,-92.879049,"IA"
"NORRIS DESIGN LLC",0,36.25186399,-86.01355599,"TN"
"NORRISTOWN, BOROUGH OF",0,40.11424099,-75.33863099,"PA"
"NORSEMAN, INC.",0,39.729958,-105.204297,"CO"
"NORTH ADAMS HOUSING AUTHORITY",0,42.69479099,-73.10951799,"MA"
"NORTH BALTIMORE, VILLAGE OF",0,41.1843434,-83.67840784,"OH"
"NORTH BROOKFIELD, TOWN OF",0,42.27066352,-72.08213212,"MA"
"NORTH BRUNSWICK, TOWNSHIP OF (INC)",0,40.467521,-74.459093,"NJ"
"NORTH CENTRAL ENTERPRISE, INC.",0,41.43425,-78.742397,"PA"
"NORTH CENTRAL INDEPENDENT LIVING SERVICES INC",0,47.52828321,-111.28762881,"MT"
"NORTH CENTRAL MO COLLEGE",0,40.0827672,-93.6184832,"MO"
"NORTH CENTRAL TEXAS COLLEGE",0,33.61620552,-97.16416652,"TX"
"NORTH CHICAGO CUSD UNIT SD 187",0,42.322157,-87.856139,"IL"
"NORTH CHICAGO HOUSING AUTHORITY",0,42.3327542,-87.84532363,"IL"
"NORTH DAKOTA COMMUNITY ACTION ASSOCIATION",0,46.83162599,-96.79974499,"ND"
"NORTH DAKOTA GUARANTY AND TITLE CO., THE",0,46.82673725,-100.89607117,"ND"
"NORTH DAKOTA HOUSING FINANCING AGENCY",0,46.79688533,-100.75192672,"ND"
"NORTH FLORIDA BROADBAND AUTHORITY",0,30.44963451,-84.25869248,"FL"
"NORTH HANOVER TOWNSHIP BOARD OF EDUCATION",0,40.07153577,-74.58420228,"NJ"
"NORTH HEMPSTEAD, TOWN OF",0,40.79586548,-73.69903333,"NY"
"NORTH IDAHO COLLEGE",0,47.67631884,-116.76532574,"ID"
"NORTH KANSAS CITY, CITY OF",0,39.14323667,-94.57320569,"MO"
"NORTH KINGSTOWN, TOWN OF",0,41.57754398,-71.4603281,"RI"
"NORTH LAS VEGAS, CITY OF",0,36.20047512,-115.11764188,"NV"
"NORTH LAUDERDALE WATER ASSOCIATION INC",0,32.51951436,-88.70724204,"MS"
"NORTH MIAMI BEACH, CITY OF",0,25.93207209,-80.16213085,"FL"
"NORTH OAKLAND COUNTY FIRE AUTHORITY",0,42.73401992,-83.62281013,"MI"
"NORTH ORANGE COUNTY COMMUNITY COLLEGE DISTRICT",0,33.850568,-117.947469,"CA"
"NORTH PACIFIC RIM HOUSING AUTHORITY",0,61.14583,-149.87875,"AK"
"NORTH PORT, CITY OF",0,27.075202,-82.20600199,"FL"
"NORTH PROVIDENCE, TOWN OF",0,41.86050221,-71.47045013,"RI"
"NORTH RICHLAND HILLS, CITY OF",0,32.83701399,-97.224009,"TX"
"NORTH SIDE INDUSTRIAL DEVELOPMENT CORPORATION",0,40.48559423,-80.05178355,"PA"
"NORTH SLOPE BOROUGH SCHOOL DST",0,71.29094952,-156.77988308,"AK"
"NORTH SLOPE, BOROUGH OF",0,70.20060999,-156.411947,"AK"
"NORTH STAR CENTER FOR HUMAN DEVELOPMENT, INC., THE",0,41.78835361,-72.67253301,"CT"
"NORTH STAR PAVING & CONSTRUCTION INC",0,60.485024,-151.079576,"AK"
"NORTH UTILITY DISTRICT OF RHEA CO",0,35.73810669,-84.75273504,"TN"
"NORTH WEST COOPERATIVE DEVOLPMENT CENTER",0,47.038711,-122.90085,"WA"
"NORTH WILDWOOD, CITY OF",0,39.00065815,-74.79553145,"NJ"
"NORTHAMPTON HOUSING AUTHORITY",0,42.32548872,-72.6778124,"MA"
"NORTHAMPTON, TOWNSHIP OF",0,40.21441014,-75.00937225,"PA"
"NORTHCON, INC.",0,47.98873819,-122.21405622,"WA"
"NORTHEAST IOWA CENTER FOR INDEPENDENT LIVING",0,42.49994704,-92.38183184,"IA"
"NORTHEAST IOWA COMMUNITY ACTION CORPORATION",0,43.30174042,-91.77623078,"IA"
"NORTHEAST KENTUCKY COMMUNITY ACTION AGENCY, INC.",0,38.29983106,-83.18604766,"KY"
"NORTHEAST OREGON ECONOMIC DEVELOPMENT DISTRICT",0,45.4255677,-117.27634186,"OR"
"NORTHEAST PARENT AND CHILD SOCIETY",0,42.79252319,-73.92266136,"NY"
"NORTHEASTERN TRIBAL HEALTH SYSTEM",0,36.87515,-94.876512,"OK"
"NORTHERN COMMUNITY INVESTMENT CORP",0,44.42070116,-72.00888323,"VT"
"NORTHERN ECONOMIC INITIATIVES CORPORATION",0,46.55665115,-87.39624167,"MI"
"NORTHERN GREENBRIER HEALTH CLINIC, INC.",0,37.958092,-80.50047,"WV"
"NORTHERN HILLS SOD FARM",0,44.474316,-103.511788,"SD"
"NORTHERN ILLINOIS UNIVERSITY FOUNDATION",0,41.930759,-88.778985,"IL"
"NORTHERN KENTUCKY UNIVERSITY RESEARCH FOUNDATION, INC.",0,39.03324509,-84.46013611,"KY"
"NORTHERN KY COMMUNITY ACTION",0,39.0827033,-84.51023285,"KY"
"NORTHERN NEVADA CENTER FOR INDEPENDENT LIVING INC",0,39.54303028,-119.7533142,"NV"
"NORTHERN NEW MEXICO NETWORK",0,35.24823899,-106.788668,"NM"
"NORTHERN OHIO RURAL WATER",0,41.23153613,-82.66931858,"OH"
"NORTHERN POWER SYSTEMS, INC.",0,44.17100052,-72.48730899,"VT"
"NORTHERN RURAL TRAINING & EMPLOYMENT CONSORTIUM (NORTEC)",0,39.72854,-121.836673,"CA"
"NORTHERN STATE UNIVERSITY",0,45.45274414,-98.48365771,"SD"
"NORTHERN TIER COMMUNITY ACTION CORP",0,41.51118712,-78.24374378,"PA"
"NORTHERN VALLEY INDIAN HEALTH, INC.",0,39.74747316,-121.87623579,"CA"
"NORTHERN WEST VIRGINIA CENTER FOR INDEPENDENT LIVING INC",0,39.623745,-79.942131,"WV"
"NORTHFIELD, TOWN OF",0,44.14803877,-72.65627551,"VT"
"NORTHFORK RNCHRIA MONO INDIANS",0,37.205226,-119.555383,"CA"
"NORTHGLENN, CITY OF",0,39.90905456,-104.9870627,"CO"
"NORTHLAND FOUNDATION",0,46.7849452,-92.10065119,"MN"
"NORTHLAND GENERAL LLC.",0,48.483736,-104.448694,"MT"
"NORTHPORT HOUSING AUTHORITY",0,33.21942362,-87.588858,"AL"
"NORTHPORT, CITY OF",0,33.24304465,-87.58279728,"AL"
"NORTHSIDE COMMUNITY DEVELOPMENT FUND",0,40.45579674,-79.99978528,"PA"
"NORTHSTAR HUFFMAN JV",0,41.503093,-81.68698,"OH"
"NORTHTOWN PRODUCTS INCORPORATED",0,26.15010911,-98.26998119,"TX"
"NORTHVIEW ENTERPRISES, INC.",0,39.97457895,-82.89447492,"OH"
"NORTHWEST ARCTIC BOROUGH SCHOOL DISTRICT",0,66.898878,-162.566517,"AK"
"NORTHWEST ARKANSAS HEAD START HUMAN SERVICES INC",0,36.33511384,-94.13466922,"AR"
"NORTHWEST BRUSHING INC",0,43.02668603,-123.51109918,"OR"
"NORTHWEST ENERGY EFFICIENCY COUNCIL",0,47.60181804,-122.3342757,"WA"
"NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT",0,39.67205601,-104.84398487,"CO"
"NORTHWEST LEADERSHIP FOUNDATION",0,47.2565205,-122.44524485,"WA"
"NORTHWEST MARINE TECHNOLOGY, INC.",0,48.584034,-122.928182,"WA"
"NORTHWEST OPEN ACCESS NETWORK",0,47.30975,-122.429215,"WA"
"NORTHWEST PAVING",0,40.563426,-122.410573,"CA"
"NORTHWEST PIPE FITTINGS, INC.",0,44.080286,-103.257588,"SD"
"NORTHWEST REGIONAL PLANNING COMMISSION",0,44.81125872,-73.08931971,"VT"
"NORTHWESTERN BAND OF SHOSHONI NATION",0,41.52497024,-112.01549236,"UT"
"NORTHWESTERN CORPORATION",0,45.782373,-108.502507,"MT"
"NORTHWESTERN HEALTH SCIENCES UNIVERSITY",0,44.850685,-93.31214936,"MN"
"NORTHWESTERN WATER & SEWER DISTRICT",0,41.458309,-83.640746,"OH"
"NORTON SHORES, CITY OF",0,43.16499691,-86.26397896,"MI"
"NORTON, CITY OF",0,36.938821,-82.627582,"VA"
"NORTON, COUNTY OF",0,39.833757,-99.88803,"KS"
"NORTONVILLE, CITY OF",0,39.41680322,-95.33175034,"KS"
"NORWALK COMMUNITY HEALTH CENTER, INC.",0,41.09584466,-73.41585455,"CT"
"NORWALK ECONOMIC OPPORTUNITY NOW, INCORPORATED",0,41.08091644,-73.4268258,"CT"
"NORWALK TRANSIT DISTRICT",0,41.11815684,-73.41516657,"CT"
"NORWOOD HOUSING AUTHORITY",0,37.129161,-92.26360599,"MO"
"NORWOOD, VILLAGE OF",0,44.74986377,-74.9937958,"NY"
"NOVA DIGITAL SYSTEMS, INC",0,35.15057961,-80.84146661,"NC"
"NOXUBEE, COUNTY OF",0,33.1060187,-88.54867243,"MS"
"NSABP FOUNDATION, INC.",0,40.45132405,-80.00317272,"PA"
"NSTAR ELECTRIC & GAS CORPORATION",0,42.20349464,-71.16016605,"MA"
"NSTAR ELECTRIC COMPANY",0,42.355201,-71.051023,"MA"
"NTVI ENTERPRISES LLC",0,35.593694,-82.558713,"NC"
"NTVI ENTERPRISES, LLC",0,39.718208,-105.120276,"CO"
"NULATO TRIBAL COUNCIL",0,64.776697,-158.619558,"AK"
"NUMA, TOWN OF",0,40.68921897,-92.97792592,"IA"
"NUSTAR ENERGY L.P.",0,29.60745309,-98.52469264,"TX"
"NYSARC, INC.",0,40.70745509,-74.00758081,"NY"
"O'BRIEN-TURCO, THERESA",0,39.31008788,-84.40990448,"OH"
"OAK GROVE RESTORATION COMPANY",0,38.7131264,-77.02548206,"MD"
"OAK RIDGE CITY CENTER LLC",0,36.01116784,-84.25443869,"TN"
"OAK RIDGE, CITY OF (INC)",0,36.00879,-84.25717,"TN"
"OAKBORO, TOWN OF",0,35.22291877,-80.32483638,"NC"
"OAKDALE HOUSING AUTHORITY",0,36.565473,-94.283187,"MO"
"OAKDALE, CITY OF",0,44.97200355,-92.96497509,"MN"
"OAKFIELD, TOWN OF",0,43.06607026,-78.2614112,"NY"
"OAKLAND COMMUNITY COLLEGE FOUNDATION",0,42.63620343,-83.29126479,"MI"
"OAKLAND PARK, CITY OF",0,26.172776,-80.131209,"FL"
"OAKLAND, TOWN OF",0,39.406274,-79.395675,"MD"
"OAKVALE ROAD PUBLIC SERVICES",0,37.36513,-81.091542,"WV"
"OASYS WATER, INC.",0,42.3663592,-71.08199113,"MA"
"OAXACA REFORESTATION INC.",0,41.48734,-120.54717,"CA"
"OBERON SCHOOL DISTRICT 16",0,47.921281,-99.20420581,"ND"
"OCAB COMMUNITY ACTION AGENCY",0,33.48849108,-80.83052433,"SC"
"OCALA HOUSING AUTHORITY",0,29.19065561,-82.15388322,"FL"
"OCCUPATIONAL ENTREPRISES INC",0,36.900653,-82.085141,"VA"
"OCEAN COMMUNITY ECONOMIC ACTION NOW INC",0,39.95356179,-74.19678983,"NJ"
"OCEAN CONSTRUCTION SERVICES, INC.",0,36.89374882,-76.38822333,"VA"
"OCEAN DISCOVERY INSTITUTE",0,32.79654426,-117.22797821,"CA"
"OCEAN RENEWABLE POWER COMPANY, LLC",0,43.6579615,-70.255123,"ME"
"OCEAN STATE HIGHER EDUCATION ECONOMIC DEVELOPMENT ADMINISTRATIVE NETWORK.",0,41.609686,-71.456572,"RI"
"OCL PROPERTIES II, INC.",0,40.924372,-73.044032,"NY"
"OCOEE REGIONAL HEALTH CORPORATION",0,35.17251,-84.650618,"TN"
"OCOEE, CITY OF",0,28.54921417,-81.53425934,"FL"
"OCONEE, COUNTY OF",0,34.75997357,-83.07348723,"SC"
"ODIN FIRE DEPT",0,43.93480645,-94.7640643,"MN"
"OEC MEDICAL SYSTEMS, INC.",0,37.3998497,-122.13621683,"CA"
"OFFICE FOR WORKFORCE COMPETITIVENESS",0,41.71357098,-72.64437115,"CT"
"OFFSHORE INLAND MARINE & OILFIELD SERVICES, INC.",0,30.54095268,-88.10290699,"AL"
"OGDENSBURG HOUSING AUTHORITY",0,44.69874454,-75.47819781,"NY"
"OGLALA LAKOTA COLLEGE",0,43.536178,-102.319571,"SD"
"OGLE COUNTY HOUSING AUTHORITY",0,41.988607,-89.56889399,"IL"
"OGLESBY HOUSING AUTHORITY",0,31.41956037,-97.50771509,"TX"
"OHIO ASSOCIATION OF SECOND HARVEST FOODBANKS",0,39.96340937,-83.00108055,"OH"
"OHIO COUNTY COMMISSION",0,40.073841,-80.61348399,"WV"
"OHIO HEALTH INFORMATION PARTNERSHIP, LLC",0,39.99775448,-83.04178387,"OH"
"OHIO VALLEY EDUCATIONAL COOPERATIVE",0,38.21820582,-85.20244039,"KY"
"OHIO VALLEY OPPORTUNITIES INC",0,38.736884,-85.37578799,"IN"
"OIL FIELD LUMBER & SUPPLY INC",0,48.55084536,-113.00989727,"MT"
"OILTON HOUSING AUTHORITY",0,36.086483,-96.585858,"OK"
"OK MAINTENANCE SERVICE",0,38.312377,-82.443445,"WV"
"OKALOOSA, COUNTY OF",0,30.44518331,-86.57961982,"FL"
"OKEECHOBEE, COUNTY OF (INC)",0,27.24951199,-80.83336599,"FL"
"OKLAHOMA BLOOD INSTITUTE, THE",0,35.47724035,-97.50324183,"OK"
"OKLAHOMA FOUNDATION FOR MEDICAL QUALITY, INC.",0,35.61267825,-97.57359579,"OK"
"OKLAHOMA ROOFING & SHEET METAL, INC",0,35.44814729,-97.47008382,"OK"
"OKLAHOMA, COUNTY OF",0,35.46962309,-97.51887204,"OK"
"OLANTA, TOWN OF",0,33.93656056,-79.92924477,"SC"
"OLATHE, CITY OF",0,38.885761,-94.818232,"KS"
"OLD DOMINION UTILITY SERVICES, INC",0,37.155911,-76.587441,"VA"
"OLD KNOXVILLE HIGHWAY UTILITY DISTRICT",0,36.192831,-83.105088,"TN"
"OLDE TYME HARDWARE LLC",0,35.0329198,-88.22880985,"TN"
"OLDHAM COUNTY BOARD OF EDUCATION",0,38.32974999,-85.465839,"KY"
"OLGOONIK KBRS JOINT VENTURE",0,61.256031,-149.690787,"AK"
"OLGOONIK SPECIALTY CONTRACTORS, LLC",0,58.300535,-134.417456,"AK"
"OLIVE BRANCH, CITY OF",0,34.963958,-89.830094,"MS"
"OLIVE HILL HOUSING AUTHORITY INC",0,38.301479,-83.173682,"KY"
"OLMSTED COUNTY HOUSING AND REDELOPMENT AUTHORITY",0,44.00675899,-92.36251899,"MN"
"OLMSTED TOWNSHIP",0,41.38240745,-81.92208475,"OH"
"OLPE, CITY OF",0,38.26055434,-96.16856924,"KS"
"OLYMPUS AMERICA INC.",0,40.55598172,-75.41681784,"PA"
"OM OFFICE SUPPLY, INC.",0,40.23755869,-76.97321277,"PA"
"OMAHA TRIBAL UTILITY COMMISSION",0,42.17704,-96.700807,"NE"
"ONALASKA, CITY OF",0,43.88339349,-91.23172981,"WI"
"ONAWAY, CITY OF INC",0,45.35765125,-84.22873217,"MI"
"ONE ECONOMY CORP.",0,38.90663404,-77.04388149,"DC"
"ONECOMMUNITY",0,41.49905028,-81.69971727,"OH"
"ONEIDA INDIAN SOCIETY, INC.",0,43.072389,-75.648797,"NY"
"ONEKAMA, VILLAGE OF",0,44.36267647,-86.2006475,"MI"
"ONEONTA HOUSING AUTHORITY, CITY OF",0,33.90626967,-86.41104996,"AL"
"ONESTAR FOUNDATION, THE",0,30.27059747,-97.74238054,"TX"
"ONIX INC",0,40.5338943,-80.21307434,"PA"
"ONSLOW COUNTY SCHOOLS INC",0,34.74974327,-77.45148127,"NC"
"ONSLOW, COUNTY OF",0,34.75170331,-77.43217277,"NC"
"ONTARIO, CITY OF",0,44.02350714,-116.96914259,"OR"
"ONTARIO, COUNTY OF",0,42.88922768,-77.28036721,"NY"
"ONTONAGON VILLAGE HOUSING COMMISSION",0,46.87586241,-89.31263018,"MI"
"ONUMA, INC.",0,34.14595298,-118.12856299,"CA"
"ONYX OF ALEXANDRIA, INC.",0,39.009364,-77.097547,"MD"
"OPEN CITIES HEALTH CENTER",0,44.95329765,-93.14974079,"MN"
"OPENCAPE CORPORATION",0,41.701443,-70.359764,"MA"
"OPERATION BREAKTHROUGH, INC.",0,35.99886511,-78.90033397,"NC"
"OPERATION: NEW VIEW COMMUNITY ACTION AGENCY",0,42.50694448,-90.66812102,"IA"
"OPPORTUNITIES CREDIT UNION, INC.",0,44.48045211,-73.21831847,"VT"
"OPPORTUNITIES FOR CHENANGO, INC",0,42.53134248,-75.52806522,"NY"
"OPPORTUNITY FINANCE NETWORK",0,39.94924188,-75.15112535,"PA"
"OPRYLAND HOSPITALITY LLC",0,36.21317356,-86.69766282,"TN"
"OPTIONS CENTER FOR INDEPENDENT LIVING, INC",0,41.149398,-87.874868,"IL"
"OPTIONS FOR INDEPENDENCE",0,41.75139043,-111.83450334,"UT"
"ORANGE CITY, CITY OF",0,28.94993408,-81.2980704,"FL"
"ORANGE COUNTY NAVIGATION AND PORT DISTRICT",0,30.10594399,-93.75266799,"TX"
"ORANGE COUNTY OF",0,36.07449125,-79.09918976,"NC"
"ORANGEBURG, CITY OF",0,33.49233899,-80.86661299,"SC"
"ORANGETOWN, TOWN OF",0,41.168783,-74.07064599,"NY"
"OREGON COUNTY SHELTERED WORKSHOP",0,36.73050101,-91.1441627,"MO"
"ORGANIZED VILLAGE OF SAXMAN",0,55.32581626,-131.61539034,"AK"
"ORION CONSULTING GROUP, INCORPORATED",0,41.7949956,-88.01642864,"IL"
"ORLAND PARK, VILLAGE OF",0,41.62102099,-87.85691199,"IL"
"ORMAT TECHNOLOGIES, INC.",0,32.976419,-115.522036,"CA"
"ORMOND BEACH HOUSING AUTHORITY",0,29.28505744,-81.05928241,"FL"
"ORMOND BEACH, CITY OF",0,29.283329,-81.06120099,"FL"
"ORO VALLEY, TOWN OF",0,32.40743159,-110.99452917,"AZ"
"ORTIZ GROUP ENGINEERING AND CONSTRUCTION SERVICES CORP.",0,17.737,-64.757,"VI"
"OSBORN FARMS INC",0,42.64222846,-92.52685949,"IA"
"OSBORNE, DON FARMS, INC",0,38.585923,-87.480271,"IN"
"OSCEOLA, COUNTY OF",0,28.29171105,-81.4109764,"FL"
"OSCEOLA, TOWNSHIP OF",0,47.122245,-88.504781,"MI"
"OSGOOD, TOWN OF",0,39.122425,-85.296597,"IN"
"OSH KOSH HOUSING AUTHORITY",0,44.02037583,-88.53750762,"WI"
"OSI FEDERAL TECHNOLOGIES INC.",0,38.82399534,-77.1530502,"VA"
"OSKI ENERGY LLC",0,39.44517993,-119.76192217,"NV"
"OSMOSE RAILROAD SERVICES, INC",0,32.897534,-105.958103,"NM"
"OSRAM SYLVANIA INC.",0,42.57975299,-70.91531663,"MA"
"OSSIAN, TOWN OF",0,40.88393992,-85.16663768,"IN"
"OSTROM PAINTING & SANDBLASTING, INC.",0,47.135253,-122.482825,"WA"
"OSWEGO COUNTY OPPORTUNITIES, INC.",0,43.3256147,-76.41519244,"NY"
"OTERO, COUNTY OF",0,32.928339,-105.961362,"NM"
"OTOE MISSOURIA TRIBE",0,36.429681,-97.067815,"OK"
"OTTAWA UNIVERSITY",0,38.60282324,-95.26586495,"KS"
"OTTAWA, CITY OF",0,38.61583869,-95.27725508,"KS"
"OTTER LAKE FIRE DEPT",0,43.59164099,-75.11111399,"NY"
"OTTER TAIL COUNTY HOUSING & REDEVELOPMENT AUTHORITY",0,46.295547,-96.057982,"MN"
"OTTUMWA, CITY OF",0,41.02067232,-92.41468668,"IA"
"OUACHITA MULTI PURPOSE COMMUNITY ACTION PROGRAM CO INC",0,32.48552733,-92.10700993,"LA"
"OUACHITA, PARISH OF",0,32.49886091,-92.115633,"LA"
"OUR LADY OF THE LAKE COLLEGE INC",0,30.3956482,-91.11175117,"LA"
"OUTAGAMIE, COUNTY OF",0,44.272945,-88.409006,"WI"
