"","id","lnw","exper","ged","postexp","black","hispanic","hgc","hgc.9","uerate","ue.7","ue.centert1","ue.mean","ue.person.cen","ue1"
"9538","9538  ",1.393,2.525,"0  ",0,"0  ","1  ","9  ",0,7.1,0.1,-2.3,7.036,0.064,9.4
"9538","9538  ",1.351,3.405,"0  ",0,"0  ","1  ","9  ",0,6.9,NA,-2.5,7.036,-0.136,9.4
"9538","9538  ",1.108,4.328,"0  ",0,"0  ","1  ","9  ",0,5.495,-1.505,-3.905,7.036,-1.541,9.4
"9538","9538  ",1.386,5.367,"0  ",0,"0  ","1  ","9  ",0,5.595,-1.405,-3.805,7.036,-1.441,9.4
"9538","9538  ",1.665,6.147,"0  ",0,"0  ","1  ","9  ",0,6.695,-0.305,-2.705,7.036,-0.341,9.4
"9539","9539  ",1.455,1.12,"0  ",0,"0  ","1  ","8  ",-1,9.4,2.4,0,7.7,1.7,9.4
"9539","9539  ",1.344,1.84,"0  ",0,"0  ","1  ","8  ",-1,7.1,0.1,-2.3,7.7,-0.6,9.4
"9539","9539  ",0.795,2.62,"0  ",0,"0  ","1  ","8  ",-1,8,1,NA,7.7,0.3,9.4
"9539","9539  ",1.265,3.928,"0  ",0,"0  ","1  ","8  ",-1,7.1,0.1,-2.3,7.7,-0.6,9.4
"9539","9539  ",1.707,5.043,"0  ",0,"0  ","1  ","8  ",-1,6.9,-0.1,-2.5,7.7,-0.8,9.4
"9548","9548  ",1.388,0.254,"0  ",0,"0  ","1  ","10  ",1,7.1,0.1,0,6.221,0.879,7.1
"9548","9548  ",1.883,2.116,"0  ",0,"0  ","1  ","10  ",1,5.495,NA,-1.605,6.221,-0.726,7.1
"9548","9548  ",2.251,3,"0  ",0,"0  ","1  ","10  ",1,5.595,-1.405,-1.505,6.221,-0.626,7.1
"9548","9548  ",2.525,4.193,"0  ",0,"0  ","1  ","10  ",1,6.695,-0.305,-0.405,6.221,0.474,7.1
"9573","9573  ",1.699,0.375,"0  ",0,"1  ","0  ","10  ",1,8.8,1.8,0,7.009,1.791,8.8
"9573","9573  ",1.532,0.856,"0  ",0,"1  ","0  ","10  ",1,9.6,2.6,0.8,7.009,2.592,8.8
"9573","9573  ",1.577,1.536,"0  ",0,"1  ","0  ","10  ",1,7.009,0.009,-1.791,7.009,0,8.8
"9573","9573  ",1.632,1.951,"0  ",0,"1  ","0  ","10  ",1,9.3,2.3,0.5,7.009,2.292,8.8
"9573","9573  ",1.433,2.201,"0  ",0,"1  ","0  ","10  ",1,7.4,0.4,-1.4,7.009,0.391,8.8
"9573","9573  ",2.111,2.729,"0  ",0,"1  ","0  ","10  ",1,7.3,0.3,-1.5,7.009,0.292,8.8
"9573","9573  ",1.349,3.299,"0  ",0,"1  ","0  ","10  ",1,7.4,0.4,-1.4,7.009,0.391,8.8
"9573","9573  ",1.707,4.384,"0  ",0,"1  ","0  ","10  ",1,4.195,-2.805,-4.605,7.009,-2.813,8.8
"9573","9573  ",1.632,4.991,"0  ",0,"1  ","0  ","10  ",1,3.295,-3.705,-5.505,7.009,-3.714,8.8
"9573","9573  ",1.447,5.129,"0  ",0,"1  ","0  ","10  ",1,5.895,-1.105,-2.905,7.009,-1.113,8.8
"9573","9573  ",2.486,5.865,"0  ",0,"1  ","0  ","10  ",1,6.9,-0.1,-1.9,7.009,-0.108,8.8
"9601","9601  ",1.415,0.34,"0  ",0,"0  ","0  ","9  ",0,8.9,1.9,0,9.465,-0.565,8.9
"9601","9601  ",1.532,1,"0  ",0,"0  ","0  ","9  ",0,13.2,6.2,4.3,9.465,3.735,8.9
"9601","9601  ",0.732,1.245,"0  ",0,"0  ","0  ","9  ",0,6.295,-0.705,-2.605,9.465,-3.17,8.9
"9612","9612  ",1.096,0.915,"0  ",0,"0  ","0  ","7  ",-2,12.4,5.4,0,9.347,3.053,12.4
"9612","9612  ",1.714,1.203,"1  ",0.288,"0  ","0  ","7  ",-2,6.295,-0.705,-6.105,9.347,-3.053,12.4
"9613","9613  ",1.596,0.375,"0  ",0,"0  ","0  ","11  ",2,15.4,8.4,NA,10.466,4.934,15.4
"9613","9613  ",1.693,1.375,"0  ",0,"0  ","0  ","11  ",2,12.4,5.4,-3,10.466,1.934,15.4
"9613","9613  ",1.485,2.74,"0  ",0,"0  ","0  ","11  ",2,10.8,3.8,-4.6,10.466,0.334,15.4
"9613","9613  ",1.371,3.685,"0  ",0,"0  ","0  ","11  ",2,10.6,3.6,-4.8,10.466,0.134,15.4
"9613","9613  ",1.303,4.013,"0  ",0,"0  ","0  ","11  ",2,7.3,0.3,-8.1,10.466,-3.166,15.4
"9613","9613  ",1.751,5.013,"0  ",0,"0  ","0  ","11  ",2,6.295,-0.705,-9.105,10.466,-4.171,15.4
"9617","9617  ",1.803,1,"0  ",0,"0  ","0  ","11  ",2,6.295,-0.705,0,5.668,0.627,6.295
"9617","9617  ",2.05,2.038,"0  ",0,"0  ","0  ","11  ",2,7.4,0.4,1.105,5.668,1.732,6.295
"9617","9617  ",2.092,2.981,"0  ",0,"0  ","0  ","11  ",2,7.5,0.5,1.205,5.668,1.832,6.295
"9617","9617  ",1.856,4.019,"0  ",0,"0  ","0  ","11  ",2,5.668,-1.332,-0.627,5.668,-0,6.295
"9617","9617  ",2.042,4.962,"0  ",0,"0  ","0  ","11  ",2,5.668,-1.332,-0.627,5.668,-0,6.295
"9617","9617  ",2.195,6,"0  ",0,"0  ","0  ","11  ",2,4.795,-2.205,-1.5,5.668,-0.873,6.295
"9617","9617  ",2.219,7.231,"0  ",0,"0  ","0  ","11  ",2,5.668,-1.332,-0.627,5.668,-0,6.295
"9617","9617  ",2.506,8.481,"0  ",0,"0  ","0  ","11  ",2,4.295,-2.705,-2,5.668,-1.373,6.295
"9617","9617  ",2.576,9.25,"0  ",0,"0  ","0  ","11  ",2,4.595,-2.405,-1.7,5.668,-1.073,6.295
"9617","9617  ",1.975,10.308,"0  ",0,"0  ","0  ","11  ",2,4.795,-2.205,-1.5,5.668,-0.873,6.295
"9618","9618  ",1.768,0.06,"0  ",0,"0  ","0  ","9  ",0,4.595,-2.405,0,6.974,-2.379,4.595
"9618","9618  ",1.422,0.604,"0  ",0,"0  ","0  ","9  ",0,7.4,0.4,2.805,6.974,0.426,4.595
"9618","9618  ",1.668,0.657,"1  ",0,"0  ","0  ","9  ",0,15.7,8.7,11.105,6.974,8.726,4.595
"9618","9618  ",1.455,1.237,"1  ",0.58,"0  ","0  ","9  ",0,12,5,7.405,6.974,5.026,4.595
"9618","9618  ",1.563,2.275,"1  ",1.618,"0  ","0  ","9  ",0,5.095,NA,0.5,6.974,-1.879,4.595
"9618","9618  ",1.462,4.544,"1  ",3.888,"0  ","0  ","9  ",0,4.795,-2.205,0.2,6.974,-2.179,4.595
"9618","9618  ",1.756,5.717,"1  ",5.061,"0  ","0  ","9  ",0,4.395,-2.605,-0.2,6.974,-2.579,4.595
"9618","9618  ",2.066,6.465,"1  ",5.809,"0  ","0  ","9  ",0,4.395,-2.605,-0.2,6.974,-2.579,4.595
"9618","9618  ",1.609,7.483,"1  ",6.827,"0  ","0  ","9  ",0,4.395,-2.605,NA,6.974,-2.579,4.595
"9628","9628  ",1.615,1.491,"0  ",0,"0  ","1  ","11  ",2,6.295,NA,0,5.536,0.759,6.295
"9628","9628  ",1.517,2.472,"0  ",0,"0  ","1  ","11  ",2,7.4,0.4,1.105,5.536,1.864,6.295
"9628","9628  ",1.668,3.265,"0  ",0,"0  ","1  ","11  ",2,7.5,0.5,1.205,5.536,1.964,6.295
"9628","9628  ",1.727,5.276,"0  ",0,"0  ","1  ","11  ",2,5.095,-1.905,-1.2,5.536,-0.441,6.295
"9628","9628  ",1.789,6.199,"0  ",0,"0  ","1  ","11  ",2,4.795,-2.205,NA,5.536,-0.741,6.295
"9628","9628  ",1.932,7.488,"0  ",0,"0  ","1  ","11  ",2,4.795,NA,-1.5,5.536,-0.741,6.295
"9628","9628  ",2.456,8.872,"0  ",0,"0  ","1  ","11  ",2,4.395,-2.605,-1.9,5.536,-1.141,6.295
"9628","9628  ",1.862,9.449,"0  ",0,"0  ","1  ","11  ",2,4.395,-2.605,-1.9,5.536,-1.141,6.295
"9628","9628  ",2.14,10.729,"0  ",0,"0  ","1  ","11  ",2,4.395,-2.605,-1.9,5.536,-1.141,6.295
"9628","9628  ",2.1,11.537,"0  ",0,"0  ","1  ","11  ",2,6.295,-0.705,NA,5.536,0.759,6.295
"9642","9642  ",1.461,0.829,"0  ",0,"0  ","1  ","10  ",1,7.5,0.5,0,5.651,1.849,7.5
"9642","9642  ",1.804,1.209,"0  ",0,"0  ","1  ","10  ",1,4.595,-2.405,-2.905,5.651,-1.056,7.5
"9642","9642  ",2.437,2.022,"0  ",0,"0  ","1  ","10  ",1,4.995,-2.005,-2.505,5.651,-0.656,7.5
"9642","9642  ",1.943,3.137,"0  ",0,"0  ","1  ","10  ",1,5.195,-1.805,-2.305,5.651,-0.456,7.5
"9642","9642  ",1.485,4.637,"0  ",0,"0  ","1  ","10  ",1,4.995,-2.005,-2.505,5.651,-0.656,7.5
"9642","9642  ",1.707,5.483,"0  ",0,"0  ","1  ","10  ",1,6.695,-0.305,-0.805,5.651,1.044,7.5
"9642","9642  ",1.842,6.329,"0  ",0,"0  ","1  ","10  ",1,6.295,-0.705,-1.205,5.651,0.644,7.5
"9642","9642  ",2.708,7.598,"0  ",0,"0  ","1  ","10  ",1,5.095,-1.905,-2.405,5.651,-0.556,7.5
"9642","9642  ",2.263,8.541,"0  ",0,"0  ","1  ","10  ",1,5.495,-1.505,-2.005,5.651,-0.156,7.5
"9649","9649  ",1.892,0.475,"0  ",0,"0  ","0  ","11  ",2,8.3,1.3,NA,5.146,3.154,8.3
"9649","9649  ",2.038,1.403,"0  ",0,"0  ","0  ","11  ",2,4.595,-2.405,-3.705,5.146,-0.551,8.3
"9649","9649  ",2.155,2.121,"0  ",0,"0  ","0  ","11  ",2,4.995,-2.005,-3.305,5.146,-0.151,8.3
"9649","9649  ",2.126,3.318,"0  ",0,"0  ","0  ","11  ",2,5.195,-1.805,-3.105,5.146,0.049,8.3
"9649","9649  ",2.442,4.35,"0  ",0,"0  ","0  ","11  ",2,4.995,-2.005,-3.305,5.146,-0.151,8.3
"9649","9649  ",2.177,4.782,"0  ",0,"0  ","0  ","11  ",2,4.495,-2.505,-3.805,5.146,-0.651,8.3
"9649","9649  ",1.842,5.127,"0  ",0,"0  ","0  ","11  ",2,4.195,-2.805,-4.105,5.146,-0.951,8.3
"9649","9649  ",2.14,6.187,"0  ",0,"0  ","0  ","11  ",2,4.395,-2.605,-3.905,5.146,-0.751,8.3
"9650","9650  ",1.43,0.742,"0  ",0,"0  ","0  ","8  ",-1,8.3,1.3,0,5.167,3.133,8.3
"9650","9650  ",1.75,1.827,"0  ",0,"0  ","0  ","8  ",-1,4.595,-2.405,-3.705,5.167,-0.572,8.3
"9650","9650  ",1.87,1.846,"0  ",0,"0  ","0  ","8  ",-1,4.995,-2.005,-3.305,5.167,-0.172,8.3
"9650","9650  ",1.84,1.903,"0  ",0,"0  ","0  ","8  ",-1,5.195,NA,-3.105,5.167,0.028,8.3
"9650","9650  ",2.044,3.249,"0  ",0,"0  ","0  ","8  ",-1,4.495,-2.505,-3.805,5.167,-0.672,8.3
"9650","9650  ",2.066,3.869,"0  ",0,"0  ","0  ","8  ",-1,4.195,-2.805,-4.105,5.167,-0.972,8.3
"9650","9650  ",2.079,4.831,"0  ",0,"0  ","0  ","8  ",-1,4.395,-2.605,-3.905,5.167,-0.772,8.3
"9664","9664  ",1.797,2.365,"1  ",2.365,"0  ","1  ","8  ",-1,5.495,-1.505,0,5.495,0,5.495
"9678","9678  ",1.848,0.42,"0  ",0,"1  ","0  ","8  ",-1,10.3,NA,0,9.248,1.052,10.3
"9678","9678  ",1.749,0.86,"0  ",0,"1  ","0  ","8  ",-1,12,5,1.7,9.248,2.752,10.3
"9678","9678  ",1.707,0.98,"0  ",0,"1  ","0  ","8  ",-1,11.5,4.5,1.2,9.248,2.252,10.3
"9678","9678  ",1.26,1.04,"0  ",0,"1  ","0  ","8  ",-1,8.6,1.6,-1.7,9.248,-0.648,10.3
"9678","9678  ",1.573,2.02,"0  ",0,"1  ","0  ","8  ",-1,6.795,-0.205,-3.505,9.248,-2.453,10.3
"9678","9678  ",1.3,2.16,"0  ",0,"1  ","0  ","8  ",-1,6.295,-0.705,-4.005,9.248,-2.953,10.3
"9688","9688  ",1.461,0.425,"0  ",0,"1  ","0  ","9  ",0,7.8,0.8,0,9.956,-2.156,7.8
"9688","9688  ",1.604,0.545,"0  ",0,"1  ","0  ","9  ",0,14.8,7.8,7,9.956,4.844,7.8
"9688","9688  ",2.431,1.056,"0  ",0,"1  ","0  ","9  ",0,12,5,4.2,9.956,2.044,7.8
"9688","9688  ",1.382,1.791,"1  ",0,"1  ","0  ","9  ",0,13.4,6.4,5.6,9.956,3.444,7.8
"9688","9688  ",1.66,2.166,"1  ",0.375,"1  ","0  ","9  ",0,8.6,NA,0.8,9.956,-1.356,7.8
"9688","9688  ",1.946,2.561,"1  ",0.77,"1  ","0  ","9  ",0,6.795,-0.205,-1.005,9.956,-3.161,7.8
"9688","9688  ",1.975,2.901,"1  ",1.11,"1  ","0  ","9  ",0,6.295,-0.705,-1.505,9.956,-3.661,7.8
"9769","9769  ",2.546,1,"1  ",1,"1  ","0  ","9  ",0,3.595,-3.405,0,6.834,-3.239,3.595
"9769","9769  ",2.286,2.154,"1  ",2.154,"1  ","0  ","9  ",0,4.895,-2.105,1.3,6.834,-1.939,3.595
"9769","9769  ",2.43,3.077,"1  ",3.077,"1  ","0  ","9  ",0,10,NA,6.405,6.834,3.166,3.595
"9769","9769  ",3.242,3.981,"1  ",3.981,"1  ","0  ","9  ",0,7.4,0.4,3.805,6.834,0.566,3.595
"9769","9769  ",2.557,5.25,"1  ",5.25,"1  ","0  ","9  ",0,8,1,4.405,6.834,1.166,3.595
"9769","9769  ",2.038,6.269,"1  ",6.269,"1  ","0  ","9  ",0,9.3,2.3,5.705,6.834,2.466,3.595
"9769","9769  ",2.848,7.423,"1  ",7.423,"1  ","0  ","9  ",0,9,2,5.405,6.834,2.166,3.595
"9769","9769  ",2.328,8.481,"1  ",8.481,"1  ","0  ","9  ",0,7.8,0.8,4.205,6.834,0.966,3.595
"9769","9769  ",1.648,9.75,"1  ",9.75,"1  ","0  ","9  ",0,5.495,-1.505,1.9,6.834,-1.339,3.595
"9769","9769  ",2.486,10.712,"1  ",10.71,"1  ","0  ","9  ",0,4.495,-2.505,0.9,6.834,-2.339,3.595
"9769","9769  ",2.596,11.673,"1  ",11.67,"1  ","0  ","9  ",0,5.195,-1.805,NA,6.834,-1.639,3.595
"9770","9770  ",2.169,1.124,"0  ",0,"0  ","1  ","8  ",-1,3.595,-3.405,0,6.834,-3.239,3.595
"9770","9770  ",1.645,1.805,"0  ",0,"0  ","1  ","8  ",-1,4.895,-2.105,1.3,6.834,-1.939,3.595
"9770","9770  ",2.297,2.455,"0  ",0,"0  ","1  ","8  ",-1,10,3,6.405,6.834,3.166,3.595
"9770","9770  ",2.987,3.431,"0  ",0,"0  ","1  ","8  ",-1,7.4,0.4,3.805,6.834,0.566,3.595
"9770","9770  ",2.081,4.373,"0  ",0,"0  ","1  ","8  ",-1,8,1,NA,6.834,1.166,3.595
"9770","9770  ",2.482,5.068,"0  ",0,"0  ","1  ","8  ",-1,9.3,2.3,5.705,6.834,2.466,3.595
"9770","9770  ",2.155,6.108,"0  ",0,"0  ","1  ","8  ",-1,9,2,5.405,6.834,2.166,3.595
"9770","9770  ",1.707,7.358,"0  ",0,"0  ","1  ","8  ",-1,7.8,0.8,4.205,6.834,0.966,3.595
"9770","9770  ",2.402,8.301,"0  ",0,"0  ","1  ","8  ",-1,5.495,-1.505,1.9,6.834,-1.339,3.595
"9770","9770  ",1.942,9.474,"0  ",0,"0  ","1  ","8  ",-1,4.495,-2.505,NA,6.834,-2.339,3.595
"9770","9770  ",2.445,10.281,"0  ",0,"0  ","1  ","8  ",-1,5.195,-1.805,1.6,6.834,-1.639,3.595
"9775","9775  ",1.727,0.387,"0  ",0,"0  ","1  ","9  ",0,4.695,-2.305,0,6.226,-1.531,4.695
"9775","9775  ",1.907,1.31,"0  ",0,"0  ","1  ","9  ",0,3.595,-3.405,-1.1,6.226,-2.631,4.695
"9775","9775  ",1.884,2.114,"1  ",0,"0  ","1  ","9  ",0,4.895,-2.105,0.2,6.226,-1.331,4.695
"9775","9775  ",2.348,2.779,"1  ",0.665,"0  ","1  ","9  ",0,10,3,5.305,6.226,3.774,4.695
"9775","9775  ",1.995,3.777,"1  ",1.663,"0  ","1  ","9  ",0,5.095,-1.905,0.4,6.226,-1.131,4.695
"9775","9775  ",2.379,4.447,"1  ",2.333,"0  ","1  ","9  ",0,6.195,NA,1.5,6.226,-0.031,4.695
"9775","9775  ",1.566,5.466,"1  ",3.352,"0  ","1  ","9  ",0,6.795,-0.205,2.1,6.226,0.569,4.695
"9775","9775  ",1.858,8.043,"1  ",5.929,"0  ","1  ","9  ",0,8.4,1.4,3.705,6.226,2.174,4.695
"9775","9775  ",1.842,8.628,"1  ",6.514,"0  ","1  ","9  ",0,6.695,-0.305,NA,6.226,0.469,4.695
"9775","9775  ",1.76,9.705,"1  ",7.591,"0  ","1  ","9  ",0,5.895,-1.105,1.2,6.226,-0.331,4.695
"9779","9779  ",2.195,1.077,"0  ",0,"0  ","1  ","10  ",1,4.895,-2.105,0,6.92,-2.025,4.895
"9779","9779  ",2.209,1.962,"0  ",0,"0  ","1  ","10  ",1,10,3,5.105,6.92,3.08,4.895
"9779","9779  ",1.995,2.923,"0  ",0,"0  ","1  ","10  ",1,7.4,0.4,2.505,6.92,0.48,4.895
"9779","9779  ",2.224,3.904,"0  ",0,"0  ","1  ","10  ",1,8,1,3.105,6.92,1.08,4.895
"9779","9779  ",2.187,5.404,"0  ",0,"0  ","1  ","10  ",1,9,2,4.105,6.92,2.08,4.895
"9779","9779  ",2.12,6.327,"0  ",0,"0  ","1  ","10  ",1,7.8,0.8,2.905,6.92,0.88,4.895
"9779","9779  ",2.072,7.231,"0  ",0,"0  ","1  ","10  ",1,5.495,-1.505,0.6,6.92,-1.425,4.895
"9779","9779  ",2.23,8.308,"0  ",0,"0  ","1  ","10  ",1,4.495,-2.505,-0.4,6.92,-2.425,4.895
"9779","9779  ",2.446,9.212,"0  ",0,"0  ","1  ","10  ",1,5.195,-1.805,0.3,6.92,-1.725,4.895
"9785","9785  ",1.645,1.019,"0  ",0,"0  ","0  ","8  ",-1,5.095,-1.905,0,5.962,-0.867,5.095
"9785","9785  ",1.577,1.334,"1  ",0,"0  ","0  ","8  ",-1,6.395,-0.605,1.3,5.962,0.433,5.095
"9785","9785  ",2.126,1.997,"1  ",0.663,"0  ","0  ","8  ",-1,6.395,-0.605,1.3,5.962,0.433,5.095
"9801","9801  ",1.418,0.942,"0  ",0,"0  ","1  ","6  ",-3,6.495,-0.505,0,5.653,0.842,6.495
"9801","9801  ",1.554,2.038,"0  ",0,"0  ","1  ","6  ",-3,5.995,-1.005,-0.5,5.653,0.342,6.495
"9801","9801  ",1.587,3.019,"0  ",0,"0  ","1  ","6  ",-3,6.195,-0.805,-0.3,5.653,0.542,6.495
"9801","9801  ",1.602,3.379,"0  ",0,"0  ","1  ","6  ",-3,4.395,-2.605,-2.1,5.653,-1.258,6.495
"9801","9801  ",1.842,4.322,"0  ",0,"0  ","1  ","6  ",-3,3.695,-3.305,-2.8,5.653,-1.958,6.495
"9801","9801  ",1.872,5.341,"0  ",0,"0  ","1  ","6  ",-3,5.895,-1.105,-0.6,5.653,0.242,6.495
"9801","9801  ",3.155,6.283,"0  ",0,"0  ","1  ","6  ",-3,6.9,NA,0.405,5.653,1.247,6.495
"9802","9802  ",1.516,0.212,"0  ",0,"0  ","1  ","7  ",-2,4.395,-2.605,0,4.395,0,4.395
"9802","9802  ",1.138,0.676,"0  ",0,"0  ","1  ","7  ",-2,4.395,-2.605,0,4.395,0,4.395
"9806","9806  ",1.499,0.033,"0  ",0,"0  ","0  ","7  ",-2,7.665,0.665,0,7.665,0,7.665
"9806","9806  ",1.889,0.865,"0  ",0,"0  ","0  ","7  ",-2,9.7,2.7,2.035,7.665,2.035,7.665
"9806","9806  ",2.641,1.221,"0  ",0,"0  ","0  ","7  ",-2,7.6,0.6,-0.065,7.665,-0.065,7.665
"9806","9806  ",1.221,2.121,"0  ",0,"0  ","0  ","7  ",-2,5.695,-1.305,-1.97,7.665,-1.97,7.665
"9814","9814  ",1.729,0.232,"0  ",0,"0  ","1  ","8  ",-1,19.205,12.205,0,13.367,5.838,19.205
"9814","9814  ",3.414,0.312,"0  ",0,"0  ","1  ","8  ",-1,16.7,9.7,-2.505,13.367,3.333,19.205
"9814","9814  ",1.596,1.293,"0  ",0,"0  ","1  ","8  ",-1,14.7,7.7,-4.505,13.367,1.333,19.205
"9814","9814  ",1.627,2.466,"0  ",0,"0  ","1  ","8  ",-1,14,7,-5.205,13.367,0.633,19.205
"9814","9814  ",1.698,3.524,"0  ",0,"0  ","1  ","8  ",-1,11.6,4.6,-7.605,13.367,-1.767,19.205
"9814","9814  ",1.667,4.889,"0  ",0,"0  ","1  ","8  ",-1,10.5,3.5,-8.705,13.367,-2.867,19.205
"9814","9814  ",1.66,5.677,"0  ",0,"0  ","1  ","8  ",-1,10.2,3.2,-9.005,13.367,-3.167,19.205
"9814","9814  ",1.629,6.754,"0  ",0,"0  ","1  ","8  ",-1,9.4,2.4,-9.805,13.367,-3.967,19.205
"9814","9814  ",1.609,7.43,"0  ",0,"0  ","1  ","8  ",-1,14,7,-5.205,13.367,0.633,19.205
"9816","9816  ",1.907,0.221,"0  ",0,"0  ","1  ","9  ",0,12.2,5.2,0,12.436,-0.236,12.2
"9816","9816  ",1.61,1.183,"0  ",0,"0  ","1  ","9  ",0,18.905,11.905,6.705,12.436,6.469,12.2
"9816","9816  ",1.535,2.144,"0  ",0,"0  ","1  ","9  ",0,19.205,12.205,7.005,12.436,6.769,12.2
"9816","9816  ",0.828,3.317,"0  ",0,"0  ","1  ","9  ",0,16.7,9.7,NA,12.436,4.264,12.2
"9816","9816  ",1.462,3.957,"0  ",0,"0  ","1  ","9  ",0,14.7,7.7,2.5,12.436,2.264,12.2
"9816","9816  ",1.972,4.701,"0  ",0,"0  ","1  ","9  ",0,4.695,-2.305,-7.505,12.436,-7.741,12.2
"9816","9816  ",1.501,5.797,"0  ",0,"0  ","1  ","9  ",0,11.6,4.6,-0.6,12.436,-0.836,12.2
"9816","9816  ",1.803,7.124,"0  ",0,"0  ","1  ","9  ",0,10.5,3.5,-1.7,12.436,-1.936,12.2
"9816","9816  ",1.922,7.944,"0  ",0,"0  ","1  ","9  ",0,4.895,NA,NA,12.436,-7.541,12.2
"9816","9816  ",2.015,9.329,"0  ",0,"0  ","1  ","9  ",0,9.4,2.4,-2.8,12.436,-3.036,12.2
"9816","9816  ",1.665,9.469,"0  ",0,"0  ","1  ","9  ",0,14,7,1.8,12.436,1.564,12.2
"9821","9821  ",1.798,0.981,"0  ",0,"0  ","1  ","9  ",0,18.905,11.905,0,14.544,4.361,18.905
"9821","9821  ",1.786,1.821,"0  ",0,"0  ","1  ","9  ",0,19.205,12.205,0.3,14.544,4.661,18.905
"9821","9821  ",1.923,2.744,"0  ",0,"0  ","1  ","9  ",0,16.7,NA,NA,14.544,2.156,18.905
"9821","9821  ",2.253,3.699,"0  ",0,"0  ","1  ","9  ",0,14.7,7.7,-4.205,14.544,0.156,18.905
"9821","9821  ",2.267,4.699,"0  ",0,"0  ","1  ","9  ",0,14.544,7.544,-4.361,14.544,0,18.905
"9821","9821  ",2.337,5.776,"0  ",0,"0  ","1  ","9  ",0,11.6,4.6,-7.305,14.544,-2.944,18.905
"9821","9821  ",2.28,6.876,"0  ",0,"0  ","1  ","9  ",0,10.5,3.5,-8.405,14.544,-4.044,18.905
"9821","9821  ",2.232,6.976,"0  ",0,"0  ","1  ","9  ",0,10.2,NA,-8.705,14.544,-4.344,18.905
"9827","9827  ",1.491,0.16,"0  ",0,"1  ","0  ","8  ",-1,19.205,12.205,0,8.898,10.307,19.205
"9827","9827  ",1.596,0.48,"0  ",0,"1  ","0  ","8  ",-1,6.495,-0.505,-12.71,8.898,-2.403,19.205
"9827","9827  ",2.665,1.768,"0  ",0,"1  ","0  ","8  ",-1,5.995,-1.005,-13.21,8.898,-2.903,19.205
"9827","9827  ",1.873,5.038,"0  ",0,"1  ","0  ","8  ",-1,5.895,-1.105,-13.31,8.898,-3.003,19.205
"9827","9827  ",1.834,5.961,"0  ",0,"1  ","0  ","8  ",-1,6.9,-0.1,NA,8.898,-1.998,19.205
"9836","9836  ",1.532,0.612,"1  ",0,"0  ","1  ","9  ",0,16.3,9.3,0,15.2,1.1,16.3
"9836","9836  ",0.747,0.652,"1  ",0.04,"0  ","1  ","9  ",0,16.6,9.6,0.3,15.2,1.4,16.3
"9836","9836  ",1.819,1.736,"1  ",1.124,"0  ","1  ","9  ",0,16.1,9.1,-0.2,15.2,0.9,16.3
"9836","9836  ",2.012,2.516,"1  ",1.904,"0  ","1  ","9  ",0,16.8,9.8,0.5,15.2,1.6,16.3
"9836","9836  ",2.066,4.476,"1  ",3.864,"0  ","1  ","9  ",0,12,NA,-4.3,15.2,-3.2,16.3
"9836","9836  ",2.212,5.399,"1  ",4.787,"0  ","1  ","9  ",0,12.1,5.1,-4.2,15.2,-3.1,16.3
"9836","9836  ",2.118,6.438,"1  ",5.826,"0  ","1  ","9  ",0,16.5,9.5,0.2,15.2,1.3,16.3
"9853","9853  ",1.763,0.463,"0  ",0,"0  ","1  ","10  ",1,5.695,-1.305,0,5.321,0.374,5.695
"9853","9853  ",1.892,0.579,"0  ",0,"0  ","1  ","10  ",1,8.4,1.4,2.705,5.321,3.079,5.695
"9853","9853  ",1.856,1.159,"0  ",0,"0  ","1  ","10  ",1,5.595,-1.405,-0.1,5.321,0.274,5.695
"9853","9853  ",1.885,2.219,"0  ",0,"0  ","1  ","10  ",1,6.295,-0.705,0.6,5.321,0.974,5.695
"9853","9853  ",1.717,3.499,"0  ",0,"0  ","1  ","10  ",1,3.995,-3.005,-1.7,5.321,-1.326,5.695
"9853","9853  ",1.842,3.559,"0  ",0,"0  ","1  ","10  ",1,3.495,-3.505,-2.2,5.321,-1.826,5.695
"9853","9853  ",1.896,3.613,"0  ",0,"0  ","1  ","10  ",1,3.395,-3.605,-2.3,5.321,-1.926,5.695
"9853","9853  ",1.57,4.326,"0  ",0,"0  ","1  ","10  ",1,5.695,-1.305,0,5.321,0.374,5.695
"9875","9875  ",1.987,0.122,"0  ",0,"0  ","1  ","11  ",2,8,1,0,7.609,0.391,8
"9875","9875  ",2.059,0.786,"0  ",0,"0  ","1  ","11  ",2,10.9,3.9,2.9,7.609,3.291,8
"9875","9875  ",2.033,1.805,"0  ",0,"0  ","1  ","11  ",2,11.8,4.8,3.8,7.609,4.191,8
"9875","9875  ",2.079,2.69,"0  ",0,"0  ","1  ","11  ",2,9.1,2.1,1.1,7.609,1.491,8
"9875","9875  ",1.819,3.385,"0  ",0,"0  ","1  ","11  ",2,6.9,-0.1,-1.1,7.609,-0.709,8
"9875","9875  ",1.719,3.945,"0  ",0,"0  ","1  ","11  ",2,6.495,-0.505,-1.505,7.609,-1.114,8
"9875","9875  ",1.434,3.947,"0  ",0,"0  ","1  ","11  ",2,5.395,-1.605,-2.605,7.609,-2.214,8
"9875","9875  ",2.96,4.379,"0  ",0,"0  ","1  ","11  ",2,5.295,-1.705,-2.705,7.609,-2.314,8
"9875","9875  ",2.759,4.589,"0  ",0,"0  ","1  ","11  ",2,4.595,-2.405,-3.405,7.609,-3.014,8
